qst_escort_syabr_party|Escort Syabr's Party.
qst_talk_to_remus|Talk to Remus.
qst_defeat_group_sut_giant|Defeat a group of Sut giants that wish to join the Wolf Knights.
qst_talk_to_silberfalke|Talk to Silberfalke.
qst_talk_to_konyk|Talk to Meadbrewer
qst_amazone_quest|Escort the Elderly Amazon.
qst_defeat_ankars_caravan|Defeat the Ankars Supply Caravan.
qst_talk_to_elderly_amazon|Talk to the Elderly Amazon.
qst_talk_to_captain_berkut|Talk to Captain Berkut.
qst_report_of_elderly_amazon|Report to the Elderly Amazon.
qst_defeat_squad_amazon|Defeat a Squad of Ankars.
qst_killed_joan_zwiebel|Defeat the party of Joan Zwiebel.
qst_defeat_tolranian_spymaster|Defeat the party of the Tolranian Spymaster.
qst_talk_to_requester|Talk to Requester.
qst_defeat_a_group_of_mercenary_warband|Defeat a Mercenary Warband.
qst_defeat_a_mysterious_group|Defeat a Mysterious Group.
qst_randomdorf_1|Put an end to the rampaging Nobles in {s10}.
qst_nibor_in_dorf|Defeat Nibor Hood's party in {s10}.
qst_strangerapier|Find the Rapier
qst_Collect_men| Collect 10 peasants
qst_learn_where_merchant_brother_is|Learn Where the Hostages are Held.
qst_save_relative_of_merchant|Attack the Bandit Lair
qst_save_town_from_bandits|Save Town from Bandits
qst_freelancer_enlisted|Enlisted in the Party of {s13}
qst_freelancer_vacation|Enlisted: On Leave
qst_freelancer_captured|Enlisted: Captured
qst_quests_end|Quests End
